2024-05-04 19:15:54.463 | DEBUG    | rosdiscover.config:from_yaml_string:338 - loading config from YAML string:
<_io.TextIOWrapper name='/tmp/tmpzhrhxpiu.rosdiscover.yml' mode='r' encoding='UTF-8'>
2024-05-04 19:15:54.464 | DEBUG    | roswire.roswire:__init__:40 - no workspace specified: using default workspace.
2024-05-04 19:15:54.464 | DEBUG    | roswire.roswire:__init__:43 - default workspace: /home/az/.roswire
2024-05-04 19:15:54.466 | DEBUG    | rosdiscover.config:from_yaml_string:341 - loaded config from YAML string: Config(image='pkg1', sources=('/opt/ros/noetic/setup.bash', '/home/ros_ws/devel/setup.bash'), launches=(Launch(filename='/home/ros_ws/src/csc7135_pkg1/launch/pkg1_bad.launch', arguments={}),), environment=mappingproxy({'DISPLAY': ':1.0'}), node_sources={}, app=App(image='pkg1', sources=('/opt/ros/noetic/setup.bash', '/home/ros_ws/devel/setup.bash')))
2024-05-04 19:15:54.466 | WARNING  | rosdiscover.cli:observe:201 - TODO: Make /startup-vnc.sh customizable
2024-05-04 19:15:54.466 | DEBUG    | roswire.roswire:__init__:40 - no workspace specified: using default workspace.
2024-05-04 19:15:54.466 | DEBUG    | roswire.roswire:__init__:43 - default workspace: /home/az/.roswire
2024-05-04 19:15:55.314 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:55.353 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:55.353 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [MenuEntry[]]: visualization_msgs/MenuEntry[]
2024-05-04 19:15:55.353 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [InteractiveMarkerControl[]]: visualization_msgs/InteractiveMarkerControl[]
2024-05-04 19:15:55.394 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Marker[]]: visualization_msgs/Marker[]
2024-05-04 19:15:55.437 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:55.480 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [InteractiveMarker[]]: visualization_msgs/InteractiveMarker[]
2024-05-04 19:15:55.518 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:55.563 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [InteractiveMarker[]]: visualization_msgs/InteractiveMarker[]
2024-05-04 19:15:55.563 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [InteractiveMarkerPose[]]: visualization_msgs/InteractiveMarkerPose[]
2024-05-04 19:15:55.603 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:55.641 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Marker[]]: visualization_msgs/Marker[]
2024-05-04 19:15:55.949 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:55.989 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:55.989 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [RegionOfInterest]: sensor_msgs/RegionOfInterest
2024-05-04 19:15:56.069 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:56.114 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:56.159 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:56.201 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:56.240 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
2024-05-04 19:15:56.287 | DEBUG    | roswire.common.msg:_resolve_type:162 - resolved type [Header]: std_msgs/Header
